"catégories";"product_page_url";"UPC";"title";"price_includind_tax";"price_excluding_tax";"number_available";"review_rating";"product_description";"image_url"
"Fiction";"http://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html";"94a958ea126cdcd5";"Dear Mr. Knightley";"£11.21";"£11.21";"In stock (14 available)";"Five";"Dear Mr. Knightley is a contemporary epistolary novel with a delightful dash of Jane Austen.Samantha Moore survived years of darkness in the foster care system by hiding behind her favorite characters in literature, even adopting their very words. Her fictional friends give her an identity, albeit a borrowed one. But most importantly, they protect her from revealing her tr Dear Mr. Knightley is a contemporary epistolary novel with a delightful dash of Jane Austen.Samantha Moore survived years of darkness in the foster care system by hiding behind her favorite characters in literature, even adopting their very words. Her fictional friends give her an identity, albeit a borrowed one. But most importantly, they protect her from revealing her true self and encountering more pain.After college, Samantha receives an extraordinary opportunity. The anonymous aMr. Knightleya offers her a full scholarship to earn her graduate degree at the prestigious Medill School of Journalism. The sole condition is that Sam write to Mr. Knightley regularly to keep him apprised of her progress.As Samas true identity begins to reveal itself through her letters, her heart begins to soften to those around heraa damaged teenager and fellow inhabitant of Grace House, her classmates at Medill, and, most powerfully, successful novelist Alex Powell. But just as Sam finally begins to trust, she learns that Alex has secrets of his ownasecrets that, for better or for worse, make it impossible for Sam to hide behind either her characters or her letters. ...more";"http://books.toscrape.com/media/cache/8c/01/8c011092f05791961d25ec3cfcf0a832.jpg"
"Fiction";"http://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html";"28cf0d1c51b491e5";"Cometh the Hour (The Clifton Chronicles #6)";"£25.01";"£25.01";"In stock (14 available)";"Three";"Cometh the Hour opens with the reading of a suicide note, which has devastating consequences for Harry and Emma Clifton, Giles Barrington and Lady Virginia.Giles must decide if he should withdraw from politics and try to rescue Karin, the woman he loves, from behind the Iron Curtain. But is Karin truly in love with him, or is she a spy?Lady Virginia is facing bankruptcy, a Cometh the Hour opens with the reading of a suicide note, which has devastating consequences for Harry and Emma Clifton, Giles Barrington and Lady Virginia.Giles must decide if he should withdraw from politics and try to rescue Karin, the woman he loves, from behind the Iron Curtain. But is Karin truly in love with him, or is she a spy?Lady Virginia is facing bankruptcy, and can see no way out of her financial problems, until she is introduced to the hapless Cyrus T. Grant III from Baton Rouge, Louisiana, who's in England to see his horse run at Royal Ascot.Sebastian Clifton is now the Chief Executive of Farthings Bank and a workaholic, whose personal life is thrown into disarray when he falls for Priya, a beautiful Indian girl. But her parents have already chosen the man she is going to marry. Meanwhile, Sebastian's rivals Adrian Sloane and Desmond Mellor are still plotting to bring him and his chairman Hakim Bishara down, so they can take over Farthings.Harry Clifton remains determined to get Anatoly Babakov released from a gulag in Siberia, following the international success of his acclaimed book, Uncle Joe. But then something unexpected happens that none of them could have anticipated.Cometh the Hour is the penultimate book in the Clifton Chronicles and, like the five previous novels - which were all New York Times bestsellers - showcases Jeffrey Archer's extraordinary storytelling with his trademark twists. ...more";"http://books.toscrape.com/media/cache/78/87/78873811f8c1d75a0c26d8cc8e6a9dbc.jpg"
"Fiction";"http://books.toscrape.com/catalogue/balloon-animals_665/index.html";"9b65f676984c9f0c";"Balloon Animals";"£17.03";"£17.03";"In stock (14 available)";"Three";"BALLOON ANIMALS is a pilgrimage and road-trip of unusual dimensions.Follow me, Jonny Rowe, on a wild goose-chase from Ireland to the USA with my American grandfather's remains in my red birthday balloon. I use 'remains' in the loosest sense of the word: my grandfather, 45, puffed his last breaths of air into my birthday balloon before suffering a massive heart attack right BALLOON ANIMALS is a pilgrimage and road-trip of unusual dimensions.Follow me, Jonny Rowe, on a wild goose-chase from Ireland to the USA with my American grandfather's remains in my red birthday balloon. I use 'remains' in the loosest sense of the word: my grandfather, 45, puffed his last breaths of air into my birthday balloon before suffering a massive heart attack right there at my birthday party which becomes his deathday party.Feeling responsible for 45's death, and as a thank-you for filling Clinical Dad's void after leaving that questionable suicide note, I make it my quest to return 45 to his birthplace amongst the corn of Iowa, USA, suspended inside his soul-bubble. This journey might also help me with my identity-crisis ... I'm a genealogy student, by the way. And who knows, maybe I'll find love - I tend to find things when I'm not looking for them.Join me on a desperate race against time to unveil the truth as my birthday balloon begins to deflate and loose 45 forever to the wind ...more";"http://books.toscrape.com/media/cache/55/11/5511a4296fbd484dcaa89c8a2d25965d.jpg"
"Fiction";"http://books.toscrape.com/catalogue/a-man-called-ove_653/index.html";"8682c03de6a844ff";"A Man Called Ove";"£39.72";"£39.72";"In stock (14 available)";"One";"A grumpy yet loveable man finds his solitary world turned on its head when a boisterous young family moves in next door.Meet Ove. He's a curmudgeon, the kind of man who points at people he dislikes as if they were burglars caught outside his bedroom window. He has staunch principles, strict routines, and a short fuse. People call him the bitter neighbor from hell, but must A grumpy yet loveable man finds his solitary world turned on its head when a boisterous young family moves in next door.Meet Ove. He's a curmudgeon, the kind of man who points at people he dislikes as if they were burglars caught outside his bedroom window. He has staunch principles, strict routines, and a short fuse. People call him the bitter neighbor from hell, but must Ove be bitter just because he doesn't walk around with a smile plastered to his face all the time?Behind the cranky exterior there is a story and a sadness. So when one November morning a chatty young couple with two chatty young daughters move in next door and accidentally flatten Ove's mailbox, it is the lead-in to a comical and heartwarming tale of unkempt cats, unexpected friendship, and the ancient art of backing up a U-Haul. All of which will change one cranky old man and a local residents' association to their very foundations. ...more";"http://books.toscrape.com/media/cache/6e/23/6e2324cae6335e8e98c8b46597afc9a3.jpg"
"Fiction";"http://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html";"ce1ae197ada2aec4";"The Silent Sister (Riley MacPherson #1)";"£46.29";"£46.29";"In stock (12 available)";"Five";"In The Silent Sister, Riley MacPherson has spent her entire life believing that her older sister Lisa committed suicide as a teenager. Now, over twenty years later, her father has passed away and she's in New Bern, North Carolina cleaning out his house when she finds evidence to the contrary. Lisa is alive. Alive and living under a new identity. But why exactly was she on In The Silent Sister, Riley MacPherson has spent her entire life believing that her older sister Lisa committed suicide as a teenager. Now, over twenty years later, her father has passed away and she's in New Bern, North Carolina cleaning out his house when she finds evidence to the contrary. Lisa is alive. Alive and living under a new identity. But why exactly was she on the run all those years ago, and what secrets are being kept now? As Riley works to uncover the truth, her discoveries will put into question everything she thought she knew about her family. Riley must decide what the past means for her present, and what she will do with her newfound reality, in this engrossing mystery from international bestselling author Diane Chamberlain. ...more";"http://books.toscrape.com/media/cache/9c/f1/9cf1f4a47b8d08909fc092e6ae598d83.jpg"
"Fiction";"http://books.toscrape.com/catalogue/the-dinner-party_635/index.html";"c6ca293d4810e0d5";"The Dinner Party";"£56.54";"£56.54";"In stock (12 available)";"Two";"This Passover Seder is not just any Passover Seder. Yes, there will be a quick service and then a festive meal afterwards, but this night is different from all other nights. This will be the night the Golds of Greenwich meet the Rothschilds of New York City.The Rothschilds are the stuff of legends. They control banks, own vineyards in Napa, diamond mines in Africa, and eve This Passover Seder is not just any Passover Seder. Yes, there will be a quick service and then a festive meal afterwards, but this night is different from all other nights. This will be the night the Golds of Greenwich meet the Rothschilds of New York City.The Rothschilds are the stuff of legends. They control banks, own vineyards in Napa, diamond mines in Africa, and even an organic farm somewhere in the Midwest that produces the most popular Romaine lettuce consumed in this country. And now, Sylvia Gold's daughter is dating one of them.When Sylvia finds out that her youngest of three is going to bring her new boyfriend to the Seder, she's giddy. When she finds out that his parents are coming, too, she darn near faints. Making a good impression is all she thinks about. Well, almost. She still has to consider her other daughter, Sarah, who'll be coming with her less than appropriate beau and his overly dramatic Italian mother. But the drama won't stop there. Because despite the food and the wine, despite the new linen and the fresh flowers, the holidays are about family. Long forgotten memories come to the surface. Old grievances play out. And Sylvia Gold has to learn how to let her family go. ...more";"http://books.toscrape.com/media/cache/30/2c/302cd9c84442e139145ec0993880d7e0.jpg"
"Fiction";"http://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html";"437d8dea9272d0a9";"The Improbability of Love";"£59.45";"£59.45";"In stock (11 available)";"One";"A dazzling, witty and tenderly savage satire of London life and the art world that is also a surprising and wonderful love story.When lovelorn Annie McDee stumbles across a dirty painting in a junk shop while looking for a present for an unsuitable man, she has no idea what she has discovered. Soon she finds herself drawn unwillingly into the tumultuous London art world, p A dazzling, witty and tenderly savage satire of London life and the art world that is also a surprising and wonderful love story.When lovelorn Annie McDee stumbles across a dirty painting in a junk shop while looking for a present for an unsuitable man, she has no idea what she has discovered. Soon she finds herself drawn unwillingly into the tumultuous London art world, populated by exiled Russian oligarchs, avaricious Sheikas, desperate auctioneers and unscrupulous dealers, all scheming to get their hands on her painting - a lost eighteenth-century masterpiece called aThe Improbability of Lovea. Delving into the paintingas past, Annie will uncover not just an illustrious list of former owners, but some of the darkest secrets of European history a and in doing so she might just learn to open up to the possibility of falling in love again. ...more";"http://books.toscrape.com/media/cache/ba/76/ba761d23c5c0e5a0638e04739c69c5d0.jpg"
"Fiction";"http://books.toscrape.com/catalogue/mothering-sunday_600/index.html";"47e1b2d43f709995";"Mothering Sunday";"£13.34";"£13.34";"In stock (11 available)";"Two";"From the Booker Award winner: a luminous, profoundly moving work of fiction that begins with an afternoon tryst in 1924 between a servant girl and the young man of the neighboring house, but then opens to reveal the whole life of a remarkable woman.Twenty-two year old Jane Fairchild, orphaned at birth, has worked as a maid at one English country estate since she was sixtee From the Booker Award winner: a luminous, profoundly moving work of fiction that begins with an afternoon tryst in 1924 between a servant girl and the young man of the neighboring house, but then opens to reveal the whole life of a remarkable woman.Twenty-two year old Jane Fairchild, orphaned at birth, has worked as a maid at one English country estate since she was sixteen. And for almost all of those years she has been the secret lover to Paul Sheringham, the scion of the estate next door. On an unseasonably warm March afternoon, Jane and Paul will make love for the last time--though not, as Jane believes, because Paul is about to be married--and the events of the day will alter Jane's life forever. As the narrative moves back and forth from 1924 to the end of the century, what we know and understand about Jane--about the way she loves, thinks, feels, sees, remembers--deepens with every beautifully wrought moment. Her story is one of profound self-discovery and through her, Graham Swift has created an emotionally soaring and deeply affecting work of fiction. ...more";"http://books.toscrape.com/media/cache/06/49/06493269f6893cfd24b650f66df51882.jpg"
"Fiction";"http://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html";"469508882dfc1991";"Lies and Other Acts of Love";"£45.14";"£45.14";"In stock (11 available)";"One";"Dear Carolina was praised as aSouthern fiction at its best.a* Now author Kristy Woodson Harvey presents a new novel about what it really means to tell the truth . . . After sixty years of marriage and five daughters, Lynn aLoveya White knows that all of us, from time to time, need to use our little white lies. Her granddaughter, Annabelle, on the other hand, is as truth Dear Carolina was praised as aSouthern fiction at its best.a* Now author Kristy Woodson Harvey presents a new novel about what it really means to tell the truth . . . A  After sixty years of marriage and five daughters, Lynn aLoveya White knows that all of us, from time to time, need to use our little white lies. A  Her granddaughter, Annabelle, on the other hand, is as truthful as they come. She always does the right thingathat is, until she dumps her hedge fund manager fiancA and marries a musician she has known for three days. After all, her grandparents, who fell in love at first sight, have shared a lifetime of happiness, even through her grandfatheras declining health. A  But when Annabelleas world starts to collapse around her, she discovers that nothing about her picture-perfect family is as it seems. And Lovey has to decide whether one more lie will make or break the ones she loves . . . ...more";"http://books.toscrape.com/media/cache/a8/84/a8843a3fe1a40d5c7df60bbb8cd76ecd.jpg"
"Fiction";"http://books.toscrape.com/catalogue/daredevils_590/index.html";"f608c903c451f387";"Daredevils";"£16.34";"£16.34";"In stock (11 available)";"Three";"From the winner of 2014as PEN Robert W. Bingham Prize, an unforgettable debut novel about Loretta, a teenager married off as a asister wife,a who makes a break for freedomAt the heart of this exciting debut novel, set in Arizona and Idaho in the mid-1970s, is fifteen-year-old Loretta, who slips out of her bedroom every evening to meet her so-called gentile boyfriend. Her s From the winner of 2014as PEN Robert W. Bingham Prize, an unforgettable debut novel about Loretta, a teenager married off as a asister wife,a who makes a break for freedomA At the heart of this exciting debut novel, set in Arizona and Idaho in the mid-1970s, is fifteen-year-old Loretta, who slips out of her bedroom every evening to meet her so-called gentile boyfriend. Her strict Mormon parents catch her returning one night, and promptly marry her off to Dean Harder, a devout yet materialistic fundamentalist who already has a wife and a brood of kids. The Harders relocate to his native Idaho, where Deanas teenage nephew Jason falls hard for Loretta. A Zeppelin and Tolkien fan, Jason worships Evel Knievel and longs to leave his close-minded community. He and Loretta make a break for it. They drive all night, stay in hotels, and relish their dizzying burst of teenage freedom as they seek to recover Deanas cache of aMormon gold.a But someone Loretta left behind is on their trail...A A riveting story of desire and escape, Daredevils boasts memorable set pieces and a rich cast of secondary characters. Thereas Deanas other wife, Ruth, who as a child in the 1950s was separated from her parents during the notorious Short Creek raid, when federal agents descended on a Mormon fundamentalist community. Thereas Jasonas best friend, Boyd, part Native American and caught up in the activist spirit of the time, who comes along for the ride, with disastrous results. And Vestalas ultimate creation is a superbly sleazy chatterboxaa man who might or might not be Evel Knievel himselfawho works his charms on Loretta at a casino in Elko, Nevada.A lifelong journalist whose Spokesman column is a fixture in Spokane, WA, Shawn has honed his fiction over many years, publishing in journals like McSweeney's and Tin House. His stunning first collection, Godforsaken Idaho, burrowed into history as it engaged with masculinity and crime, faith and apostasy, and the West that he knows so well. Daredevils shows what he can do on a broader canvas--a fascinating, wide-angle portrait of a time and place that's both a classic coming of age tale and a plunge into the myths of America, sacred and profane. ...more";"http://books.toscrape.com/media/cache/29/88/2988f5fb3dfd95214dba2ecb2d496c94.jpg"
"Fiction";"http://books.toscrape.com/catalogue/112263_583/index.html";"a9d7b75461084a26";"11/22/63";"£48.48";"£48.48";"In stock (11 available)";"Three";"Life can turn on a dimeaor stumble into the extraordinary, as it does for Jake Epping, a high school English teacher in Lisbon Falls, Maine. While grading essays by his GED students, Jake reads a gruesome, enthralling piece penned by janitor Harry Dunning: fifty years ago, Harry somehow survived his fatheras sledgehammer slaughter of his entire family. Jake is blown away.. Life can turn on a dimeaor stumble into the extraordinary, as it does for Jake Epping, a high school English teacher in Lisbon Falls, Maine. While grading essays by his GED students, Jake reads a gruesome, enthralling piece penned by janitor Harry Dunning: fifty years ago, Harry somehow survived his fatheras sledgehammer slaughter of his entire family. Jake is blown away...but an even more bizarre secret comes to light when Jakeas friend Al, owner of the local diner, enlists Jake to take over the mission that has become his obsessionato prevent the Kennedy assassination. How? By stepping through a portal in the dineras storeroom, and into the era of Ike and Elvis, of big American cars, sock hops, and cigarette smoke... Finding himself in warmhearted Jodie, Texas, Jake begins a new life. But all turns in the road lead to a troubled loner named Lee Harvey Oswald. The course of history is about to be rewritten...and become heart-stoppingly suspenseful. ...more";"http://books.toscrape.com/media/cache/31/71/31715c5e3b53bf1e2f41e394f024a8c4.jpg"
"Fiction";"http://books.toscrape.com/catalogue/the-shack_576/index.html";"903a9f8090104c2c";"The Shack";"£28.03";"£28.03";"In stock (9 available)";"One";"Mackenzie Allen Philips' youngest daughter, Missy, has been abducted during a family vacation, and evidence that she may have been brutally murdered is found in an abandoned shack deep in the Oregon wilderness. Four years later in the midst of his 'Great Sadness,' Mack receives a suspicious note, apparently from God, inviting him back to that shack for a weekend.Against hi Mackenzie Allen Philips' youngest daughter, Missy, has been abducted during a family vacation, and evidence that she may have been brutally murdered is found in an abandoned shack deep in the Oregon wilderness. Four years later in the midst of his 'Great Sadness,' Mack receives a suspicious note, apparently from God, inviting him back to that shack for a weekend.Against his better judgment he arrives at the shack on a wintry afternoon and walks back into his darkest nightmare. What he finds there will change Mack's world forever.In a world where religion seems to grow increasingly irrelevant The Shack wrestles with the timeless question, 'Where is God in a world so filled with unspeakable pain?' The answers Mack gets will astound you and perhaps transform you as much as it did him. You'll want everyone you know to read this book!* book description from the back cover ...more";"http://books.toscrape.com/media/cache/f6/c5/f6c5d27eacb123238f28a32263694d74.jpg"
"Fiction";"http://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html";"4f283dfcbeccc0d4";"The High Mountains of Portugal";"£51.15";"£51.15";"In stock (8 available)";"One";"In Lisbon in 1904, a young man named TomAs discovers an old journal. It hints at the existence of an extraordinary artifact thataif he can find itawould redefine history. Traveling in one of Europeas earliest automobiles, he sets out in search of this strange treasure.Thirty-five years later, a Portuguese pathologist devoted to the murder mysteries of Agatha Christie finds In Lisbon in 1904, a young man named TomAs discovers an old journal. It hints at the existence of an extraordinary artifact thataif he can find itawould redefine history. Traveling in one of Europeas earliest automobiles, he sets out in search of this strange treasure.Thirty-five years later, a Portuguese pathologist devoted to the murder mysteries of Agatha Christie finds himself at the center of a mystery of his own and drawn into the consequences of TomAsas quest.Fifty years on, a Canadian senator takes refuge in his ancestral village in northern Portugal, grieving the loss of his beloved wife. But he arrives with an unusual companion: a chimpanzee. And there the century-old quest will come to an unexpected conclusion.The High Mountains of Portugalapart quest, part ghost story, part contemporary fableaoffers a haunting exploration of great love and great loss. Filled with tenderness, humor, and endless surprise, it takes the reader on a road trip through Portugal in the last centuryaand through the human soul. ...more";"http://books.toscrape.com/media/cache/20/8b/208b77faac57115ae239391fe2a64c86.jpg"
"Fiction";"http://books.toscrape.com/catalogue/millers-valley_534/index.html";"bff270fe9c86a5a9";"Miller's Valley";"£58.54";"£58.54";"In stock (8 available)";"Two";"Filled with insights that are hallmarks of Anna Quindlenas bestsellers, this extraordinary novel is about a woman coming of age, as she unearths secrets about her family and her town, and surprising truths about herself.For generations the Millers have lived in Milleras Valley. Mimi Miller tells about her life with intimacy and honesty. As Mimi eavesdrops on her parents an Filled with insights that are hallmarks of Anna Quindlenas bestsellers, this extraordinary novel is about a woman coming of age, as she unearths secrets about her family and her town, and surprising truths about herself.For generations the Millers have lived in Milleras Valley. Mimi Miller tells about her life with intimacy and honesty. As Mimi eavesdrops on her parents and quietly observes the people around her, she discovers more and more about the toxicity of family secrets, the dangers of gossip, the flaws of marriage, the inequalities of friendship and the risks of passion, loyalty, and love. Home, as Mimi begins to realize, can be aa place where itas just as easy to feel lost as it is to feel content.a Milleras Valley is a masterly study of family, memory, loss, and, ultimately, discovery, of finding true identity and a new vision of home. As Mimi says, aNo one ever leaves the town where they grew up, even if they go.a Milleras Valley reminds us that the place where you grew up can disappear, and the people in it too, but all will live on in your heart forever. ...more";"http://books.toscrape.com/media/cache/55/00/550091fc134bbe67f562d95a6d6313f7.jpg"
"Fiction";"http://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html";"0bfdef63285d3019";"Hystopia: A Novel";"£21.96";"£21.96";"In stock (8 available)";"Four";"By the early 1970s, President John F. Kennedy has survived several assassination attempts and--martyred, heroic--is now in his third term. Twenty-two-year-old Eugene Allen returns home from his tour of duty in Vietnam and begins to write a war novel--a book echoing Catch-22 and Slaughterhouse-Five--about veterans who have their battlefield experiences 'enfolded,' wiped fro By the early 1970s, President John F. Kennedy has survived several assassination attempts and--martyred, heroic--is now in his third term. Twenty-two-year-old Eugene Allen returns home from his tour of duty in Vietnam and begins to write a war novel--a book echoing Catch-22 and Slaughterhouse-Five--about veterans who have their battlefield experiences 'enfolded,' wiped from their memories through drugs and therapy. In Eugene's fictive universe, veterans too damaged to be enfolded stalk the American heartland, reenacting atrocities on civilians and evading the Psych Corps, a federal agency dedicated to upholding the mental hygiene of the nation by any means necessary.This alternative America, in which a veteran tries to reimagine a damaged world, is the subject of Hystopia, the long-awaited first novel by David Means. The critic James Wood has written that Means's language 'offers an exquisitely precise and sensuous register of an often crazy American reality.' Means brings this talent to bear on the national trauma of the Vietnam era in a work that is outlandish, ruefully funny, and shockingly violent. Written in conversation with some of the greatest war narratives from the Iliad to the Rolling Stones' 'Gimme Shelter,' Hystopia is a unique and visionary novel. ...more";"http://books.toscrape.com/media/cache/dc/1a/dc1a54201eff16a11e7d84eef5ea36c7.jpg"
"Fiction";"http://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html";"d250657f0ebc5d73";"The Bourne Identity (Jason Bourne #1)";"£42.78";"£42.78";"In stock (7 available)";"Four";"Who is Jason Bourne? Is he an assassin, a terrorist, a thief? Why has he got four million dollars in a Swiss bank account? Why has someone tried to murder him?...Jason Bourne does not know the answer to any of these questions. Suffering from amnesia, he does not even know that he is Jason Bourne. What manner of man is he? What are his secrets? Who has he killed?";"http://books.toscrape.com/media/cache/2d/7b/2d7b77d8b45b2f8e1bc0ce20aacddad0.jpg"
"Fiction";"http://books.toscrape.com/catalogue/sister-dear_485/index.html";"7ffebdd1d5148aef";"Sister Dear";"£40.20";"£40.20";"In stock (7 available)";"Four";"All Allie Marshall wants is a fresh start. But when dark secrets refuse to stay buried, will her chance at a new life be shattered forever?Convicted of a crime she didnat commit, Allie watched a decade of her life vanish a time that can never be recovered. Now, out on parole, Allie is determined to clear her name, rebuild her life, and reconnect with the daughter she barel All Allie Marshall wants is a fresh start.A  But when dark secrets refuse to stay buried, will her chance at a new life be shattered forever?Convicted of a crime she didnat commit, Allie watched a decade of her life vanish a time that can never be recovered. Now, out on parole, Allie is determined to clear her name, rebuild her life, and reconnect with the daughter she barely knows.But Allieas return home shatters the quaint, coastal community of Brunswick, Georgia. Even her own daughter Caroline, now a teenager, bristles at Allieas claims of innocence. Refusing defeat, a stronger, smarter Allie launches a battle for the truth, digging deeply into the past even if it threatens her parole status, personal safety, and the already-fragile bond with family.As her commitment to finding the truth intensifies, what Allie ultimately uncovers is far worse than she imagined. Her own sister has been hiding a dark secretaone that holds the key to Allieas freedom. ...more";"http://books.toscrape.com/media/cache/40/8d/408d93b27ce8c9cfb3bf66c17e9a54ab.jpg"
"Fiction";"http://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html";"dac4b5847454fd9b";"Memoirs of a Geisha";"£49.67";"£49.67";"In stock (7 available)";"Three";"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most pow A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable. ...more";"http://books.toscrape.com/media/cache/fa/57/fa570b7a0fb42252f61e1e750c79d417.jpg"
"Fiction";"http://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html";"7a2b51f69e81c722";"Me Before You (Me Before You #1)";"£19.02";"£19.02";"In stock (6 available)";"One";"Lou Clark knows lots of things. She knows how many footsteps there are between the bus stop and home. She knows she likes working in The Buttered Bun tea shop and she knows she might not love her boyfriend Patrick.What Lou doesn't know is she's about to lose her job or that knowing what's coming is what keeps her sane.Will Traynor knows his motorcycle accident took away hi Lou Clark knows lots of things. She knows how many footsteps there are between the bus stop and home. She knows she likes working in The Buttered Bun tea shop and she knows she might not love her boyfriend Patrick.What Lou doesn't know is she's about to lose her job or that knowing what's coming is what keeps her sane.Will Traynor knows his motorcycle accident took away his desire to live. He knows everything feels very small and rather joyless now and he knows exactly how he's going to put a stop to that.What Will doesn't know is that Lou is about to burst into his world in a riot of colour. And neither of them knows they're going to change the other for all time. ...more";"http://books.toscrape.com/media/cache/41/80/4180406c788ff3e0f37cd4491a260a5b.jpg"
"Fiction";"http://books.toscrape.com/catalogue/deception-point_426/index.html";"4e3b183180e2a992";"Deception Point";"£40.32";"£40.32";"In stock (6 available)";"Four";"When a new NASA satellite spots evidence of an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory...a victory that has profound implications for U.S. space policy and the impending presidential election. With the Oval Office in the balance, the President dispatches White House Intelligence analyst Rachel Se When a new NASA satellite spots evidence of an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory...a victory that has profound implications for U.S. space policy and the impending presidential election. With the Oval Office in the balance, the President dispatches White House Intelligence analyst Rachel Sexton to the Milne Ice Shelf to verify the authenticity of the find. Accompanied by a team of experts, including the charismatic academic Michael Tolland, Rachel uncovers the unthinkable: evidence of scientific trickery -- a bold deception that threatens to plunge the world into controversy.But before Rachel can contact the President, she and Michael are attacked by a deadly team of assassins controlled by a mysterious power broker who will stop at nothing to hide the truth. Fleeing for their lives in an environment as desolate as it is lethal, their only hope for survival is to find out who is behind this masterful ploy. The truth, they will learn, is the most shocking deception of all. ...more";"http://books.toscrape.com/media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg"
"Fiction";"http://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html";"dfd9ff1f343cdaff";"The Little Paris Bookshop";"£24.73";"£24.73";"In stock (5 available)";"Three";"aThere are books that are suitable for a million people, others for only a hundred. There are even remediesaI mean booksathat were written for one person onlyaA book is both medic and medicine at once. It makes a diagnosis as well as offering therapy. Putting the right novels to the appropriate ailments: thatas how I sell books.aMonsieur Perdu calls himself a literary apot aThere are books that are suitable for a million people, others for only a hundred. There are even remediesaI mean booksathat were written for one person onlyaA book is both medic and medicine at once. It makes a diagnosis as well as offering therapy. Putting the right novels to the appropriate ailments: thatas how I sell books.aMonsieur Perdu calls himself a literary apothecary. From his floating bookstore in a barge on the Seine, he prescribes novels for the hardships of life. Using his intuitive feel for the exact book a reader needs, Perdu mends broken hearts and souls. The only person he can't seem to heal through literature is himself; he's still haunted by heartbreak after his great love disappeared. She left him with only a letter, which he has never opened.After Perdu is finally tempted to read the letter, he hauls anchor and departs on a mission to the south of France, hoping to make peace with his loss and discover the end of the story. Joined by a bestselling but blocked author and a lovelorn Italian chef, Perdu travels along the countryas rivers, dispensing his wisdom and his books, showing that the literary world can take the human soul on a journey to heal itself.Internationally bestselling and filled with warmth and adventure, The Little Paris Bookshop is a love letter to books, meant for anyone who believes in the power of stories to shape people's lives. ...more";"http://books.toscrape.com/media/cache/fa/2d/fa2d3198b7ba9785e0edd6f41b84d72b.jpg"
"Fiction";"http://books.toscrape.com/catalogue/the-firm_404/index.html";"ad84f18659e6bfe2";"The Firm";"£45.56";"£45.56";"In stock (5 available)";"Three";"When Mitch McDeere signed on with Bendini, Lambert & Locke of Memphis, he thought that he and his beautiful wife, Abby, were on their way. The firm leased him a BMW, paid off his school loans, arranged a mortgage, and hired the McDeeres a decorator. Mitch should have remembered what his brother Rayadoing fifteen years in a Tennessee jailaalready knew: You never get not When Mitch McDeere signed on with Bendini, Lambert & Locke of Memphis, he thought that he and his beautiful wife, Abby, were on their way. The firm leased him a BMW, paid off his school loans, arranged a mortgage, and hired the McDeeres a decorator. Mitch should have remembered what his brother Rayadoing fifteen years in a Tennessee jailaalready knew: You never get nothing for nothing. Now the FBI has the lowdown on Mitchas firm and needs his help. Mitch is caught between a rock and a hard place, with no choiceaif he wants to live. ...more";"http://books.toscrape.com/media/cache/50/a9/50a901fb008c0b8965c8d4da2dff5470.jpg"
